14.72279100 22.48248300 22.15530600
14.24112500 24.73726400 20.83578300
15.22655200 23.21891300 19.65308100
16.34235300 24.32614800 21.13776100
15.81420700 21.54064600 22.03748700
13.43688400 22.00585900 21.69570500
14.69926100 23.25857100 23.37560900
15.15340500 23.75064400 20.88601400
11.15508700 18.94793900 15.42559900
9.93235300 16.68513300 14.76091000
10.96613500 17.64151400 13.12021800
9.08969800 18.44641100 13.83182300
11.38117100 20.15320100 14.65855600
12.33451900 18.16039200 15.70962300
10.21151400 19.07109900 16.51486900
10.24305400 17.88022500 14.22854200
6.19210800 11.47077900 15.01872400
7.42113200 12.52962300 12.91502900
8.38455100 10.75931700 13.69802400
8.56179600 12.64085600 14.74857200
6.72915800 10.77785700 16.16918600
5.43872000 10.65200200 14.09461800
5.63913300 12.78083500 15.28325800
7.71108900 11.86881700 14.04969100
28.73068100 24.23099800 25.31624700
28.07529300 26.55061100 26.43295900
30.01893000 26.54810200 25.48559000
29.74126200 25.55478600 27.38597900
30.01924400 23.59047500 25.16974900
28.13440000 24.71729000 24.09153000
27.82015500 23.59334200 26.24163500
29.16174600 25.79437800 26.19646800
22.41058300 21.67054100 24.42124900
20.88065500 19.50308800 24.28468300
20.17370700 21.15627000 23.08366100
19.92532800 21.19625300 25.23121000
22.06057500 23.07239300 24.35469000
23.14131500 21.15668000 23.28373500
22.86041800 21.20191500 25.71355200
20.77071000 20.84275000 24.24706300
28.76865400 4.58122400 10.49297100
28.74608400 7.23692300 10.55569500
27.84946300 6.39104200 8.77923900
29.99999900 6.40404600 9.00347700
28.89058600 3.66956200 9.37666800
27.47186900 4.61200600 11.13278500
29.90504100 4.62664400 11.38659800
28.84463700 6.23060400 9.66923800
21.51206700 21.55356200 1.07833900
24.00364100 20.73761600 1.50667500
22.89957700 19.50195300 0.11763900
22.49321500 19.37383000 2.23747600
20.31074800 20.79673900 0.80233200
22.01975100 22.33963200 -0.02452600
21.55994400 22.19479200 2.37392300
22.78685800 20.22969100 1.24276200
12.56209300 1.27566500 26.93887900
10.11137000 1.82755100 27.80291800
10.93761100 -0.00084600 28.60885200
10.23066700 0.05783300 26.56629400
13.20246000 0.00467900 26.68070700
13.06737400 2.00690200 28.07990700
12.26760400 2.07338200 25.76886700
10.88167600 0.76616700 27.50577800
27.94084400 14.17718900 16.75341700
26.63452700 11.87647100 16.51381000
25.63807100 13.55510600 15.58402400
25.61795800 13.34241600 17.73567800
27.44437500 15.52959000 16.88248200
28.59440500 13.87094600 15.50000800
28.57177600 13.63031300 17.93445700
26.38492800 13.19161000 16.64151400
19.62945100 7.59919600 6.26619000
18.54442800 9.82721100 7.22319400
17.52032600 9.02018500 5.49832800
19.40838500 10.04503800 5.25304200
19.72032400 7.10703200 4.90911800
18.74273800 6.86068300 7.13814000
20.87900300 8.02014500 6.86068900
18.73369000 9.19783900 6.05005000
13.27090800 14.30154900 22.41978000
11.02554000 13.45493500 23.55940600
12.73682000 13.45650400 24.88105600
12.54354900 11.92751600 23.36444900
14.64415000 13.90615100 22.64337400
12.92660500 15.63422400 22.86406800
12.70793800 13.90437000 21.14804100
12.35110100 13.23512700 23.61203100
